ID,Flight Number,Origin,Destination,Status,Delay
4907,N102DH  ,United States,1742059273,unknown,0
4908,TSC106  ,Canada,1742059444,unknown,0
4909,SKW3950 ,United States,1742059445,unknown,0
4910,NAC8200 ,United States,1742059445,unknown,0
4911,EXS516  ,United Kingdom,1742059444,unknown,0
4912,N177BB  ,United States,1742059445,unknown,0
4913,SKW4967 ,United States,1742059445,unknown,0
4914,N52372  ,United States,1742057995,unknown,0
4915,AAL721  ,United States,1742059445,unknown,0
4916,N224BB  ,United States,1742059151,unknown,0
4917,AMX646  ,Mexico,1742059445,unknown,0
4918,N4185L  ,United States,1742059445,unknown,0
4919,N254AL  ,United States,1742059433,unknown,0
4920,UAL526  ,United States,1742059444,unknown,0
4921,N2336V  ,United States,1742059443,unknown,0
4922,AAL909  ,United States,1742059419,unknown,0
4923,CLX9726 ,Luxembourg,1742059444,unknown,0
4924,JZR531  ,Kuwait,1742059444,unknown,0
4925,IBE0436 ,Spain,1742059444,unknown,0
4926,FDX3908 ,United States,1742059445,unknown,0
4927,UAL253  ,United States,1742059445,unknown,0
4928,ASA474  ,United States,1742059445,unknown,0
4929,AAL2131 ,United States,1742059444,unknown,0
4930,RYR817  ,Ireland,1742059189,unknown,0
4931,,United States,,unknown,0
4932,JZR403  ,Kuwait,1742059443,unknown,0
4933,DAL897  ,United States,1742059445,unknown,0
4934,RYR8716 ,Ireland,1742059443,unknown,0
4935,TTW558  ,Taiwan,1742059445,unknown,0
4936,UCA4909 ,United States,1742059445,unknown,0
4937,FFT2356 ,United States,1742059445,unknown,0
4938,CLX19S  ,Luxembourg,1742059445,unknown,0
4939,RYR64ZT ,Ireland,1742059445,unknown,0
4940,NOJ62   ,Canada,1742059444,unknown,0
4941,N618HL  ,United States,1742059444,unknown,0
4942,BOH712  ,Czech Republic,1742059445,unknown,0
4943,JIA5498 ,United States,1742059443,unknown,0
4944,AAL1203 ,United States,1742059444,unknown,0
4945,CLX5166 ,Luxembourg,1742059192,unknown,0
4946,CLX81TF ,Luxembourg,1742059316,unknown,0
4947,FRG9899 ,United States,1742059444,unknown,0
4948,CLX7216 ,Luxembourg,1742059445,unknown,0
4949,ASA870  ,United States,1742059444,unknown,0
4950,N306MA  ,United States,1742059445,unknown,0
4951,,Kuwait,1742059317,unknown,0
4952,JZR126  ,Kuwait,1742059330,unknown,0
4953,N326RS  ,United States,1742059445,unknown,0
4954,CES756  ,China,1742059445,unknown,0
4955,ENY3628 ,United States,1742059445,unknown,0
4956,AAY641  ,United States,1742059445,unknown,0
4957,EZY24CB ,United Kingdom,1742059445,unknown,0
4958,CAL003  ,Taiwan,1742059430,unknown,0
4959,SDN02   ,Mexico,1742059444,unknown,0
4960,JIA5370 ,United States,1742059445,unknown,0
4961,CSB7533 ,United States,1742059443,unknown,0
4962,UAL8110 ,United States,1742059444,unknown,0
4963,CPA830  ,China,1742059444,unknown,0
4964,ASI73   ,United States,1742059445,unknown,0
4965,EVA067  ,Taiwan,1742059445,unknown,0
4966,N773MJ  ,United States,1742059444,unknown,0
4967,ROU1811 ,Canada,1742059444,unknown,0
4968,TSC123  ,Canada,1742059443,unknown,0
4969,DHX695  ,Bahrain,1742059444,unknown,0
4970,ETH716  ,Ethiopia,1742059445,unknown,0
4971,DHX161  ,Bahrain,1742059445,unknown,0
4972,N252EA  ,United States,1742059418,unknown,0
4973,SWA1042 ,United States,1742059396,unknown,0
4974,BAW169  ,United Kingdom,1742058796,unknown,0
4975,JBU747  ,United States,1742059080,unknown,0
4976,MXD224  ,Malaysia,1742059362,unknown,0
4977,DMEXC   ,Germany,1742059445,unknown,0
4978,LAN639  ,Spain,1742059444,unknown,0
4979,JAS789  ,United States,1742059445,unknown,0
4980,SWA2116 ,United States,1742059442,unknown,0
4981,N5LM    ,United States,1742059444,unknown,0
4982,CFIPN   ,Canada,1742059445,unknown,0
4983,,United Kingdom,1742059164,unknown,0
4984,EXS8AW  ,United Kingdom,1742059445,unknown,0
4985,JTZ417  ,United States,1742059444,unknown,0
4986,DAL1719 ,United States,1742059444,unknown,0
4987,UAL2163 ,United States,1742059444,unknown,0
4988,SWA3123 ,United States,1742059445,unknown,0
4989,EZY47VR ,United Kingdom,1742059445,unknown,0
4990,VLG10XN ,Spain,1742059445,unknown,0
4991,N272SP  ,United States,1742059445,unknown,0
4992,ASH6256 ,United States,1742059437,unknown,0
4993,VLG844Q ,Spain,1742059445,unknown,0
4994,AAL2301 ,United States,1742059445,unknown,0
4995,CXK657  ,United States,1742059444,unknown,0
4996,N5651P  ,United States,1742059444,unknown,0
4997,LN47MF  ,United States,1742059440,unknown,0
4998,N379SR  ,United States,1742059445,unknown,0
4999,SIA23   ,Singapore,1742059445,unknown,0
5000,JZA990  ,Canada,1742059441,unknown,0
5001,GJS4510 ,United States,1742059445,unknown,0
5002,KLM1010 ,Kingdom of the Netherlands,1742059444,unknown,0
5003,TAM3491 ,Brazil,1742059444,unknown,0
5004,DAL2010 ,United States,1742059445,unknown,0
5005,SIA24   ,Singapore,1742059444,unknown,0
5006,EZY23GL ,United Kingdom,1742059444,unknown,0
5007,SIA34   ,Singapore,1742059441,unknown,0
5008,KLM81A  ,Kingdom of the Netherlands,1742059445,unknown,0
5009,SKW3880 ,United States,1742059444,unknown,0
5010,CSN5049 ,China,1742059300,unknown,0
5011,BAW26E  ,United Kingdom,1742059445,unknown,0
5012,KLM62R  ,Kingdom of the Netherlands,1742059445,unknown,0
5013,N902YP  ,United States,1742059445,unknown,0
5014,BAW35   ,United Kingdom,1742059445,unknown,0
5015,KLM71B  ,Kingdom of the Netherlands,1742059445,unknown,0
5016,N379TA  ,United States,1742059444,unknown,0
5017,DAL506  ,United States,1742059445,unknown,0
5018,RAX925  ,United States,1742059445,unknown,0
5019,AAY1182 ,United States,1742059445,unknown,0
5020,N44479  ,United States,1742059445,unknown,0
5021,N244ND  ,United States,1742059294,unknown,0
5022,TVS2563 ,Czech Republic,1742059444,unknown,0
5023,TLK822  ,Canada,1742059377,unknown,0
5024,KOW301  ,United States,1742059443,unknown,0
5025,CSN3610 ,China,1742058987,unknown,0
5026,ACA610  ,Canada,1742059445,unknown,0
5027,N379SA  ,United States,1742059439,unknown,0
5028,N519JG  ,United States,1742059445,unknown,0
5029,ASI357  ,United States,1742059444,unknown,0
5030,EJA394  ,United States,1742059444,unknown,0
5031,SLI2643 ,Mexico,1742059296,unknown,0
5032,ENY3375 ,United States,1742059444,unknown,0
5033,WJA1416 ,Canada,1742059434,unknown,0
5034,N64217  ,United States,1742059445,unknown,0
5035,KLM95T  ,Kingdom of the Netherlands,1742059445,unknown,0
5036,EJA839  ,United States,1742059445,unknown,0
5037,KLM9936 ,Kingdom of the Netherlands,1742059445,unknown,0
5038,LNK929T ,South Africa,1742059359,unknown,0
5039,EZY79NL ,United Kingdom,1742059445,unknown,0
5040,RYR7JU  ,Ireland,1742059445,unknown,0
5041,RYR48SH ,Ireland,1742059444,unknown,0
5042,LXJ465  ,United States,1742059445,unknown,0
5043,N916UT  ,United States,1742059444,unknown,0
5044,RYR3EP  ,Ireland,1742059444,unknown,0
5045,JRE147  ,United States,1742059445,unknown,0
5046,ERU495  ,United States,1742059445,unknown,0
5047,DAL1143 ,United States,1742059444,unknown,0
5048,XSR331  ,United States,1742059444,unknown,0
5049,NAY7PX  ,Spain,1742059403,unknown,0
5050,UAL1785 ,United States,1742059444,unknown,0
5051,N946TC  ,United States,1742059444,unknown,0
5052,MC41    ,Australia,1742059444,unknown,0
5053,N34644  ,United States,1742059445,unknown,0
5054,N946TB  ,United States,1742059445,unknown,0
5055,DAL655  ,United States,1742059444,unknown,0
5056,SWA4993 ,United States,1742059445,unknown,0
5057,N1960H  ,United States,1742059445,unknown,0
5058,AAL1047 ,United States,1742059445,unknown,0
5059,IGT1162 ,Georgia,1742059445,unknown,0
5060,AAY622  ,United States,1742059445,unknown,0
5061,N3410   ,United States,1742059445,unknown,0
5062,N2918X  ,United States,1742059444,unknown,0
5063,SWT586P ,United Kingdom,1742059445,unknown,0
5064,ASA908  ,United States,1742059444,unknown,0
5065,AAY55   ,United States,1742059445,unknown,0
5066,N66977  ,United States,1742059444,unknown,0
5067,VOI3064 ,Mexico,1742059445,unknown,0
5068,SKW5787 ,United States,1742059445,unknown,0
5069,N351JM  ,United States,1742059444,unknown,0
5070,CSZ205  ,China,1742059444,unknown,0
5071,DAL305  ,United States,1742059444,unknown,0
5072,VILLN13 ,United States,1742059444,unknown,0
5073,TCN946  ,United States,1742059444,unknown,0
5074,UCA4887 ,United States,1742059444,unknown,0
5075,BIRD395 ,Belgium,1742059366,unknown,0
5076,,Belgium,1742059418,unknown,0
5077,N941NC  ,United States,1742059445,unknown,0
5078,N587SP  ,United States,1742059210,unknown,0
5079,N5215D  ,United States,1742059445,unknown,0
5080,MAS192  ,Malaysia,1742059444,unknown,0
5081,SKW3956 ,United States,1742059445,unknown,0
5082,SWA1897 ,United States,1742059441,unknown,0
5083,AAL1692 ,United States,1742059445,unknown,0
5084,NXC138  ,United States,1742059445,unknown,0
5085,DAL799  ,United States,1742059445,unknown,0
5086,CEF501W ,Czech Republic,1742059436,unknown,0
5087,N107AV  ,United States,1742059445,unknown,0
5088,EZY85CZ ,United Kingdom,1742059445,unknown,0
5089,AMX468  ,Mexico,1742059444,unknown,0
5090,N918RM  ,United States,1742059444,unknown,0
5091,JBU372  ,United States,1742059412,unknown,0
5092,AMX520  ,Mexico,1742059445,unknown,0
5093,JZA190  ,Canada,1742059445,unknown,0
5094,GNBPL   ,United Kingdom,1742059441,unknown,0
5095,DEBCA   ,Germany,1742059387,unknown,0
5096,KAP57   ,United States,1742059445,unknown,0
5097,AAY842  ,United States,1742059445,unknown,0
5098,LXJ419  ,United States,1742059445,unknown,0
5099,HHN909  ,Germany,1742059444,unknown,0
5100,SLI430  ,Mexico,1742059445,unknown,0
5101,DAL2770 ,United States,1742059445,unknown,0
5102,N6420B  ,United States,1742059312,unknown,0
5103,EDV5408 ,United States,1742059445,unknown,0
5104,TOM85L  ,United Kingdom,1742059445,unknown,0
5105,NOZ82Y  ,Norway,1742059201,unknown,0
5106,IBE08LP ,Spain,1742059445,unknown,0
5107,EZY76ZT ,United Kingdom,1742059445,unknown,0
5108,GLO2051 ,Brazil,1742059241,unknown,0
5109,EZY14VG ,United Kingdom,1742059445,unknown,0
5110,LOT461  ,Poland,1742059445,unknown,0
5111,LOT5KW  ,Poland,1742059445,unknown,0
5112,EZY21WC ,United Kingdom,1742059445,unknown,0
5113,LOT5YB  ,Poland,1742059445,unknown,0
5114,ENY3517 ,United States,1742059445,unknown,0
5115,LOT3EA  ,Poland,1742059445,unknown,0
5116,N47LH   ,United States,1742059440,unknown,0
5117,DAL352  ,United States,1742059445,unknown,0
5118,CSN485  ,China,1742059445,unknown,0
5119,AAL2408 ,United States,1742059444,unknown,0
5120,AAY3775 ,United States,1742059137,unknown,0
5121,DAL1198 ,United States,1742059445,unknown,0
5122,EFW2GH  ,United Kingdom,1742059445,unknown,0
5123,GLO7481 ,Brazil,1742059161,unknown,0
5124,SWA3400 ,United States,1742059445,unknown,0
5125,GLO1503 ,Brazil,1742059439,unknown,0
5126,EJA913  ,United States,1742059444,unknown,0
5127,TSC649  ,Canada,1742059445,unknown,0
5128,ASH6230 ,United States,1742059445,unknown,0
5129,JBU1051 ,United States,1742059445,unknown,0
5130,ASH6057 ,United States,1742059445,unknown,0
5131,LOT3ML  ,Poland,1742059444,unknown,0
5132,GBVVM   ,United Kingdom,1742059445,unknown,0
5133,LOT6ER  ,Poland,1742059445,unknown,0
5134,N8934M  ,United States,1742059445,unknown,0
5135,IBS15KN ,Spain,1742059445,unknown,0
5136,CFBSF   ,Canada,1742059441,unknown,0
5137,LXJ514  ,United States,1742059445,unknown,0
5138,N62AS   ,United States,1742059444,unknown,0
5139,EJA485  ,United States,1742059444,unknown,0
5140,NCR567  ,United States,1742059331,unknown,0
5141,ACA835  ,Canada,1742059444,unknown,0
5142,AAL515  ,United States,1742059444,unknown,0
5143,LXJ414  ,United States,1742059445,unknown,0
5144,AAL1499 ,United States,1742059445,unknown,0
5145,SWA1411 ,United States,1742059444,unknown,0
5146,N149LA  ,United States,1742059445,unknown,0
5147,VLG88SL ,Spain,1742059445,unknown,0
5148,VLG869C ,Spain,1742059445,unknown,0
5149,DAL209  ,United States,1742059444,unknown,0
5150,CFIYM   ,Canada,1742059313,unknown,0
5151,TSC688  ,Canada,1742059445,unknown,0
5152,RPA4519 ,United States,1742059444,unknown,0
5153,N4B     ,United States,1742059444,unknown,0
5154,VJA539  ,United States,1742059444,unknown,0
5155,SWA571  ,United States,1742059445,unknown,0
5156,KAP627  ,United States,1742059444,unknown,0
5157,AAL1134 ,United States,1742059220,unknown,0
5158,JBU782  ,United States,1742059433,unknown,0
5159,CMB164  ,United States,1742059445,unknown,0
5160,,Canada,1742059444,unknown,0
5161,JRE715  ,United States,1742059444,unknown,0
5162,N715JF  ,United States,1742059351,unknown,0
5163,TUI5E   ,Germany,1742059444,unknown,0
5164,AAL2496 ,United States,1742059444,unknown,0
5165,VT529   ,France,1742059443,unknown,0
5166,N351CT  ,United States,1742059435,unknown,0
5167,EJA753  ,United States,1742059445,unknown,0
5168,AAL2352 ,United States,1742059266,unknown,0
5169,AAL1061 ,United States,1742059442,unknown,0
5170,UAL142  ,United States,1742059267,unknown,0
5171,ENY4144 ,United States,1742059445,unknown,0
5172,UBG321  ,Ukraine,1742059269,unknown,0
5173,NKS473  ,United States,1742059444,unknown,0
5174,RPA5787 ,United States,1742059441,unknown,0
5175,N12192  ,United States,1742059247,unknown,0
5176,ASA1390 ,United States,1742059445,unknown,0
5177,ENY3980 ,United States,1742059442,unknown,0
5178,JTL61   ,United States,1742059445,unknown,0
5179,SIA287  ,Singapore,1742059441,unknown,0
5180,HYM348  ,Ukraine,1742059445,unknown,0
5181,N889MS  ,United States,1742059444,unknown,0
5182,EM415   ,Turkey,1742059321,unknown,0
5183,IFJ34E  ,Germany,1742059383,unknown,0
5184,BIRD154 ,Belgium,1742059269,unknown,0
5185,SIA309  ,Singapore,1742057806,unknown,0
5186,AAL990  ,United States,1742059445,unknown,0
5187,AAL1565 ,United States,1742059443,unknown,0
5188,EXS53V  ,United Kingdom,1742059227,unknown,0
5189,N414DH  ,United States,1742059445,unknown,0
5190,EXS13V  ,United Kingdom,1742059423,unknown,0
5191,GCLAP   ,United Kingdom,1742059445,unknown,0
5192,N422DB  ,United States,1742059444,unknown,0
5193,SWA667  ,United States,1742059406,unknown,0
5194,N274EF  ,United States,1742059445,unknown,0
5195,UAL2491 ,United States,1742059444,unknown,0
5196,DAL523  ,United States,1742059444,unknown,0
5197,N5PF    ,United States,1742059444,unknown,0
5198,N175BC  ,United States,1742059445,unknown,0
5199,N5370L  ,United States,1742059444,unknown,0
5200,SCA18   ,United States,1742059441,unknown,0
5201,SIA332  ,Singapore,1742059445,unknown,0
5202,SKW5272 ,United States,1742059445,unknown,0
5203,DAL1982 ,United States,1742059429,unknown,0
5204,EJA592  ,United States,1742059443,unknown,0
5205,AFR199  ,France,1742059445,unknown,0
5206,DAL121  ,United States,1742059442,unknown,0
5207,SIA312  ,Singapore,1742059442,unknown,0
5208,DAL171  ,United States,1742059444,unknown,0
5209,ENY4226 ,United States,1742059442,unknown,0
5210,DAL634  ,United States,1742059445,unknown,0
5211,AFR4P   ,France,1742059304,unknown,0
5212,IBE0721 ,Spain,1742059445,unknown,0
5213,CHX41   ,Germany,1742059340,unknown,0
5214,N618CX  ,United States,1742059445,unknown,0
5215,SKW3609 ,United States,1742059445,unknown,0
5216,N34SJ   ,United States,1742059444,unknown,0
5217,DAL97   ,United States,1742059444,unknown,0
5218,N226MK  ,United States,1742059445,unknown,0
5219,N737M   ,United States,1742059445,unknown,0
5220,AAL1399 ,United States,1742059169,unknown,0
5221,RYR46EW ,Ireland,1742059445,unknown,0
5222,ASA15   ,United States,1742059444,unknown,0
5223,SIA636  ,Singapore,1742059445,unknown,0
5224,GJS4452 ,United States,1742059444,unknown,0
5225,CSN494  ,China,1742059444,unknown,0
5226,AFR008  ,France,1742059169,unknown,0
5227,RYR8UA  ,Ireland,1742059445,unknown,0
5228,AAL2845 ,United States,1742059445,unknown,0
5229,RYR88YC ,Ireland,1742059445,unknown,0
5230,HAI489  ,Viet Nam,1742059444,unknown,0
5231,RYR72ZF ,Ireland,1742059445,unknown,0
5232,JZA399  ,Canada,1742059444,unknown,0
5233,N326M   ,United States,1742059444,unknown,0
5234,N717D   ,United States,1742059445,unknown,0
5235,AAL2851 ,United States,1742059443,unknown,0
5236,RYR72WV ,Ireland,1742059445,unknown,0
5237,N587JF  ,United States,1742059444,unknown,0
5238,DENKI002,Japan,1742059444,unknown,0
5239,N6348J  ,United States,1742059167,unknown,0
5240,SKW140C ,United States,1742059445,unknown,0
5241,DAL1933 ,United States,1742059445,unknown,0
5242,DAL1865 ,United States,1742059405,unknown,0
5243,N247SS  ,United States,1742059445,unknown,0
5244,EDV5048 ,United States,1742059444,unknown,0
5245,N2LP    ,United States,1742059445,unknown,0
5246,N850PF  ,United States,1742059444,unknown,0
5247,NKS1030 ,United States,1742059240,unknown,0
5248,FFT1691 ,United States,1742059443,unknown,0
5249,TVQ6637 ,Czech Republic,1742059445,unknown,0
5250,CGJPG   ,Canada,1742059444,unknown,0
5251,LXJ572  ,United States,1742059445,unknown,0
5252,GCKXX   ,United Kingdom,1742059438,unknown,0
5253,SKW5621 ,United States,1742059290,unknown,0
5254,OOI04   ,Belgium,1742059443,unknown,0
5255,GCKXM   ,United Kingdom,1742058881,unknown,0
5256,N577ND  ,United States,1742059381,unknown,0
5257,VJC976  ,Viet Nam,1742059442,unknown,0
5258,ASA645  ,United States,1742059396,unknown,0
5259,BGR42   ,United States,1742059445,unknown,0
5260,DAL794  ,United States,1742059430,unknown,0
5261,FSP181  ,United States,1742059445,unknown,0
5262,N751SP  ,United States,1742059445,unknown,0
5263,JBU1988 ,United States,1742059238,unknown,0
5264,SKW6269 ,United States,1742059445,unknown,0
5265,SLI2723 ,Mexico,1742059444,unknown,0
5266,JBU2903 ,United States,1742059445,unknown,0
5267,JBU507  ,United States,1742059445,unknown,0
5268,VJC979  ,Viet Nam,1742059284,unknown,0
5269,RPA4660 ,United States,1742059444,unknown,0
5270,N181R   ,United States,1742059327,unknown,0
5271,WJA2320 ,Canada,1742059444,unknown,0
5272,SCX605  ,United States,1742059444,unknown,0
5273,N61TH   ,United States,1742059445,unknown,0
5274,BAW59FA ,United Kingdom,1742059326,unknown,0
5275,CXK162  ,United States,1742059349,unknown,0
5276,N796QS  ,United States,1742059445,unknown,0
5277,MAS318  ,Malaysia,1742059233,unknown,0
5278,,China,1742059429,unknown,0
5279,N655PG  ,United States,1742059445,unknown,0
5280,CPA061  ,China,1742059445,unknown,0
5281,AFR194  ,France,1742059419,unknown,0
5282,N7683H  ,United States,1742059445,unknown,0
5283,UAL659  ,United States,1742059445,unknown,0
5284,CAL061  ,Taiwan,1742059129,unknown,0
5285,AFR565  ,France,1742059445,unknown,0
5286,N3742J  ,United States,1742059444,unknown,0
5287,CNS1382 ,United States,1742059444,unknown,0
5288,DAL1308 ,United States,1742059445,unknown,0
5289,N221JS  ,United States,1742059444,unknown,0
5290,EDV4887 ,United States,1742059444,unknown,0
5291,N758NL  ,United States,1742059445,unknown,0
5292,N427DP  ,United States,1742059444,unknown,0
5293,N4GC    ,United States,1742059445,unknown,0
5294,N53959  ,United States,1742059377,unknown,0
5295,AAL2462 ,United States,1742059445,unknown,0
5296,BGA141R ,France,1742059445,unknown,0
5297,SPSPO   ,Poland,1742059445,unknown,0
5298,UAL1395 ,United States,1742059445,unknown,0
5299,ASI687  ,United States,1742059443,unknown,0
5300,,United States,1742059200,unknown,0
5301,ASA555  ,United States,1742059445,unknown,0
5302,ETH3792 ,Ethiopia,1742058082,unknown,0
5303,DAL1698 ,United States,1742059444,unknown,0
5304,SLI2710 ,Mexico,1742059444,unknown,0
5305,N9228Z  ,United States,1742059444,unknown,0
5306,ACA34   ,Canada,1742059444,unknown,0
5307,CAL5686 ,Taiwan,1742059445,unknown,0
5308,CPA048  ,China,1742059428,unknown,0
5309,DAL767  ,United States,1742059445,unknown,0
5310,N850VM  ,United States,,unknown,0
5311,OXF4065 ,United States,1742059444,unknown,0
5312,DAL628  ,United States,1742059444,unknown,0
5313,LXJ524  ,United States,1742059445,unknown,0
5314,N53797  ,United States,1742059445,unknown,0
5315,SKW4669 ,United States,1742059444,unknown,0
5316,UAL1009 ,United States,1742059444,unknown,0
5317,SKW6465 ,United States,1742059445,unknown,0
5318,N427DA  ,United States,1742059420,unknown,0
5319,N321HJ  ,United States,1742059445,unknown,0
5320,SWA3539 ,United States,1742059444,unknown,0
5321,KPO5    ,United States,1742059445,unknown,0
5322,AAY997  ,United States,1742059445,unknown,0
5323,TEK644  ,United States,1742059445,unknown,0
5324,CPA667  ,China,1742059445,unknown,0
5325,UAL1442 ,United States,1742059445,unknown,0
5326,CPA3280 ,China,1742059436,unknown,0
5327,CPA006  ,China,1742059439,unknown,0
5328,RYR9WP  ,Ireland,1742059445,unknown,0
5329,AFR473  ,France,1742059257,unknown,0
5330,ACA837  ,Canada,1742059239,unknown,0
5331,ETD347  ,United Arab Emirates,1742059445,unknown,0
5332,MAS71   ,Malaysia,1742059444,unknown,0
5333,DAL803  ,United States,1742059356,unknown,0
5334,ACA891  ,Canada,1742059444,unknown,0
5335,DAL539  ,United States,1742059445,unknown,0
5336,PDT5732 ,United States,1742059444,unknown,0
5337,FORGE31 ,United States,1742059445,unknown,0
5338,EZY2982 ,United Kingdom,1742059444,unknown,0
5339,RYR7AG  ,Ireland,1742059445,unknown,0
5340,CES9647 ,China,1742059445,unknown,0
5341,EZY48LZ ,United Kingdom,1742059445,unknown,0
5342,EZY46HV ,United Kingdom,1742059445,unknown,0
5343,EZY21XM ,United Kingdom,1742059445,unknown,0
5344,N142NE  ,United States,1742059445,unknown,0
5345,SWA2150 ,United States,1742059445,unknown,0
5346,N427DT  ,United States,1742059445,unknown,0
5347,DAL501  ,United States,1742059443,unknown,0
5348,EJA819  ,United States,1742059419,unknown,0
5349,EJA778  ,United States,1742059445,unknown,0
5350,AAL1101 ,United States,1742059444,unknown,0
5351,EJA597  ,United States,1742059445,unknown,0
5352,STV5    ,United States,1742059445,unknown,0
5353,SKW6461 ,United States,1742059444,unknown,0
5354,ACA809  ,Canada,1742059444,unknown,0
5355,DAL1775 ,United States,1742059445,unknown,0
5356,EJA392  ,United States,1742059442,unknown,0
5357,N61TA   ,United States,1742059445,unknown,0
5358,N644RV  ,United States,1742059445,unknown,0
5359,EDV4823 ,United States,1742059444,unknown,0
5360,N5326S  ,United States,1742059445,unknown,0
5361,N644SA  ,United States,1742059152,unknown,0
5362,CCA805  ,China,1742059445,unknown,0
5363,CXA8997 ,China,1742059444,unknown,0
5364,N98914  ,United States,1742059422,unknown,0
5365,N3744Q  ,United States,1742059444,unknown,0
5366,ASH6167 ,United States,1742059444,unknown,0
5367,N737RJ  ,United States,1742059445,unknown,0
5368,CES266  ,China,1742059445,unknown,0
5369,SWA2322 ,United States,1742059435,unknown,0
5370,N37KM   ,United States,1742059445,unknown,0
5371,ASA395  ,United States,1742059445,unknown,0
5372,DAL677  ,United States,1742059445,unknown,0
5373,AAL1380 ,United States,1742059435,unknown,0
5374,N2691V  ,United States,1742059445,unknown,0
5375,FDX49   ,United States,1742059444,unknown,0
5376,AAL1308 ,United States,1742059444,unknown,0
5377,TIV707  ,United States,1742059444,unknown,0
5378,TIV425  ,United States,1742059442,unknown,0
5379,DAL1085 ,United States,1742059445,unknown,0
5380,OYHRO   ,Denmark,1742059445,unknown,0
5381,AAL1099 ,United States,1742059445,unknown,0
5382,MAS160  ,Malaysia,1742059445,unknown,0
5383,JIA5662 ,United States,1742059445,unknown,0
5384,EJA845  ,United States,1742059330,unknown,0
5385,DAL1961 ,United States,1742059445,unknown,0
5386,AAL1779 ,United States,1742059444,unknown,0
5387,DAL451  ,United States,1742059445,unknown,0
5388,SKW4273 ,United States,1742059445,unknown,0
5389,GEC8223 ,Germany,1742059337,unknown,0
5390,UAL1803 ,United States,1742059445,unknown,0
5391,IBE07WC ,Spain,1742059445,unknown,0
5392,UAL2492 ,United States,1742059344,unknown,0
5393,AXM585  ,Malaysia,1742059445,unknown,0
5394,SWA4395 ,United States,1742059445,unknown,0
5395,AXM14   ,Malaysia,1742059443,unknown,0
5396,N8650E  ,United States,1742059445,unknown,0
5397,SWA167  ,United States,1742059445,unknown,0
5398,CFITF   ,Canada,1742059254,unknown,0
5399,EL358   ,Canada,1742059230,unknown,0
5400,SWA1770 ,United States,1742059445,unknown,0
5401,RPA5622 ,United States,1742059444,unknown,0
5402,DAL1147 ,United States,1742059445,unknown,0
5403,EJA737  ,United States,1742059445,unknown,0
5404,DAL1755 ,United States,1742059445,unknown,0
5405,N321K   ,United States,1742059208,unknown,0
5406,UAL732  ,United States,1742059443,unknown,0
5407,AAL318  ,United States,1742059443,unknown,0
5408,BAW21V  ,United Kingdom,1742059444,unknown,0
5409,CSI504  ,United States,1742059313,unknown,0
5410,NOZ3MZ  ,Norway,1742059445,unknown,0
5411,DAL1177 ,United States,1742059147,unknown,0
5412,N34JA   ,United States,1742059445,unknown,0
5413,MXD132  ,Malaysia,1742059445,unknown,0
5414,N936JL  ,United States,1742059444,unknown,0
5415,UAL1413 ,United States,1742059444,unknown,0
5416,,Malaysia,1742059444,unknown,0
5417,AAL2375 ,United States,1742059445,unknown,0
5418,CGFHI   ,Canada,1742059445,unknown,0
5419,FGULA   ,France,1742059306,unknown,0
5420,BTI776  ,Latvia,1742059445,unknown,0
5421,QXE2053 ,United States,1742059445,unknown,0
5422,IBS1546 ,Spain,1742059445,unknown,0
5423,FDX239  ,United States,1742059444,unknown,0
5424,JAF5GD  ,Belgium,1742059445,unknown,0
5425,SWA2525 ,United States,1742059444,unknown,0
5426,URO920  ,United Kingdom,1742059445,unknown,0
5427,SKW5508 ,United States,1742059444,unknown,0
5428,RYR16UK ,Ireland,1742059445,unknown,0
5429,UCA4957 ,United States,1742059443,unknown,0
5430,RYR63KJ ,Ireland,1742059445,unknown,0
5431,RYR504U ,Ireland,1742059444,unknown,0
5432,RYR87ZJ ,Ireland,1742059424,unknown,0
5433,LOT646  ,Poland,1742059444,unknown,0
5434,AAL168  ,United States,1742059411,unknown,0
5435,LOT3LF  ,Poland,1742059445,unknown,0
5436,EDV5288 ,United States,1742059445,unknown,0
5437,LOT136  ,Poland,1742059444,unknown,0
5438,,United States,1742059364,unknown,0
5439,LOT7MG  ,Poland,1742059445,unknown,0
5440,LOT782  ,Poland,1742059444,unknown,0
5441,LOT7PC  ,Poland,1742059445,unknown,0
5442,HP27SKT ,Panama,1742059445,unknown,0
5443,SAS56R  ,Ireland,1742059445,unknown,0
5444,LOT3AN  ,Poland,1742059445,unknown,0
5445,SKW5834 ,United States,1742059445,unknown,0
5446,SAS2628 ,Ireland,1742059445,unknown,0
5447,LOT7LZ  ,Poland,1742059445,unknown,0
5448,SWA1894 ,United States,1742059444,unknown,0
5449,WJA2456 ,Canada,1742059444,unknown,0
5450,AAL1578 ,United States,1742059445,unknown,0
5451,N1MN    ,United States,1742059444,unknown,0
5452,SWA4161 ,United States,1742059192,unknown,0
5453,RYR6AN  ,Ireland,1742059445,unknown,0
5454,RYR532T ,Ireland,1742059445,unknown,0
5455,SVA261  ,Saudi Arabia,1742059445,unknown,0
5456,JAS681  ,United States,1742059443,unknown,0
5457,SVA594  ,Saudi Arabia,1742059282,unknown,0
5458,N826KS  ,United States,1742059445,unknown,0
5459,CAL053  ,Taiwan,1742059135,unknown,0
5460,CAL057  ,Taiwan,1742059268,unknown,0
